id,url,owner_id,name,description,language,created_at,forked_from,deleted,updated_at,forked_commit_id
19639179,https://api.github.com/repos/dmitryd/typo3-realurl,1550983,typo3-realurl,RealURL extension for TYPO3 CMS,PHP,2014-12-26 13:11:46,,f,2019-05-23 13:49:24,
14601199,https://api.github.com/repos/bugsnag/bugsnag-android-gradle-plugin,79562,bugsnag-android-gradle-plugin,Gradle plugin for Bugsnag to automatically upload ProGuard mapping files,Groovy,2014-12-30 04:44:44,,f,2019-05-30 09:31:54,
15149419,https://api.github.com/repos/box/spout,43628,spout,"Read and write spreadsheet files (CSV, XLSX and ODS), in a fast and scalable way",PHP,2015-01-14 00:36:25,,f,2019-05-31 03:15:02,
7835433,https://api.github.com/repos/WaveHack/OpenDominion,252301,OpenDominion,"",PHP,2015-01-19 21:24:51,,f,2019-05-31 08:15:39,
12940581,https://api.github.com/repos/gina-alaska/sandy-rails,227163,sandy-rails,,Ruby,2015-01-28 18:06:00,,f,2019-04-09 23:59:21,
18408293,https://api.github.com/repos/madgik/exareme,7654197,exareme,EXAREME,JavaScript,2015-04-06 06:21:22,,f,2019-05-30 23:33:15,
18725514,https://api.github.com/repos/DockYard/ember-in-viewport,96545,ember-in-viewport,Detect if an Ember View or Component is in the viewport @ 60FPS,JavaScript,2015-04-13 13:51:50,,f,2019-05-28 17:16:59,
31014697,https://api.github.com/repos/ajacques/CertManager,666473,CertManager,Web application designed to simplify SSL certificate management,Ruby,2015-04-18 19:55:37,,f,2019-05-08 00:20:08,
43409547,https://api.github.com/repos/FormidableLabs/nuka-carousel,2329259,nuka-carousel,Pure React Carousel Component,JavaScript,2015-04-20 19:52:07,,f,2019-05-31 12:45:00,
19807820,https://api.github.com/repos/zendframework/zend-mail,1582,zend-mail,Mail component from Zend Framework,PHP,2015-05-08 13:28:04,,f,2019-05-02 20:06:43,
31458344,https://api.github.com/repos/electric-cloud/EC-WebLogic,9797773,EC-WebLogic,ElectricFlow integration for WebLogic,Perl,2015-07-15 22:01:33,,f,2019-05-27 11:10:28,
27261887,https://api.github.com/repos/phil-opp/blog_os,6111420,blog_os,Writing an OS in Rust,Rust,2015-07-23 15:23:54,,f,2019-05-31 00:00:10,
22608288,https://api.github.com/repos/ImpressCMS/impresscms,1136746,impresscms,"ImpressCMS is a community developed Content Management System for easily building and maintaining a dynamic web site. Keep your web site up to date with this easy to use, secure and flexible system.",PHP,2015-07-24 09:30:52,,f,2019-05-29 07:29:50,
25811398,https://api.github.com/repos/Alignak-monitoring-contrib/alignak-webui,9254115,alignak-webui,Web User Interface for Alignak backend,JavaScript,2015-09-13 11:21:09,,f,2019-05-21 22:58:09,
28073629,https://api.github.com/repos/docsteer/sacnview,10273450,sacnview,Streaming ACN Viewer mark2,C++,2015-10-15 15:06:59,,f,2019-05-22 17:06:01,
28749315,https://api.github.com/repos/toplan/phpsms,4201681,phpsms,可能是目前最靠谱、优雅的php短信发送库了,PHP,2015-10-19 15:17:02,,f,2019-05-29 02:30:19,
28085116,https://api.github.com/repos/i18next/i18next-browser-languageDetector,5041014,i18next-browser-languageDetector,language detector used in browser environment for i18next,JavaScript,2015-10-28 08:33:58,,f,2019-05-31 05:26:57,
28157558,https://api.github.com/repos/raml-org/raml-js-parser-2,2614418,raml-js-parser-2,"",JavaScript,2015-10-28 23:35:20,,f,2019-05-29 15:44:56,
30015510,https://api.github.com/repos/JuliaCI/BaseBenchmarks.jl,6230216,BaseBenchmarks.jl, A collection of Julia benchmarks available for CI tracking from the JuliaLang/julia repository,Julia,2015-12-17 18:26:16,,f,2019-05-22 19:43:38,
33173036,https://api.github.com/repos/neomutt/neomutt,10916519,neomutt,Bringing together all the Mutt code,C,2015-12-21 02:12:54,,f,2019-05-30 18:35:01,
30282389,https://api.github.com/repos/pkg/errors,1230817,errors,Behaviour driven error handling for Go packages,Go,2015-12-27 12:05:38,,f,2019-05-31 16:58:56,
31477739,https://api.github.com/repos/angular/angularfire2,159,angularfire2,"",TypeScript,2016-01-11 20:47:23,,f,2019-05-31 12:21:36,
31127433,https://api.github.com/repos/learn-co-students/basic-nested-forms-v-000,8526075,basic-nested-forms-v-000,,Ruby,2016-01-20 00:04:09,,f,2019-05-25 14:07:36,
31603206,https://api.github.com/repos/Microsoft/go-winio,3886902,go-winio,Win32 IO-related utilities for Go,Go,2016-01-31 01:51:54,,f,2019-05-30 04:30:40,
35881682,https://api.github.com/repos/zouzias/spark-lucenerdd,1284461,spark-lucenerdd,Spark RDD with Lucene's query capabilities,Scala,2016-02-03 17:54:34,,f,2019-05-17 09:10:32,
34314739,https://api.github.com/repos/chef-cookbooks/audit,1577096,audit,Audit Cookbook for Chef Compliance,Ruby,2016-02-12 08:20:02,,f,2019-05-31 01:21:38,
35671329,https://api.github.com/repos/spring-cloud/spring-cloud-deployer-cloudfoundry,5096440,spring-cloud-deployer-cloudfoundry,"",Java,2016-02-29 14:46:17,,f,2019-05-10 11:22:56,
35256269,https://api.github.com/repos/Linuxbrew/brew,8274068,brew,:beer::penguin: The Homebrew package manager for Linux,Ruby,2016-04-17 17:41:52,,f,2019-05-30 16:39:13,
46820642,https://api.github.com/repos/mendersoftware/deviceadm,11208043,deviceadm,Mender Device Admission Service,Go,2016-04-25 09:34:24,,f,2019-04-04 14:10:11,
38689695,https://api.github.com/repos/fabric8-quickstarts/spring-boot-camel,11267150,spring-boot-camel,a quickstart showing how to use spring boot and camel together with Kubernetes or OpenShift,Java,2016-06-08 09:38:17,,f,2019-05-31 17:51:43,
63457739,https://api.github.com/repos/paritytech/parity-bitcoin,34766499,parity-bitcoin,The Parity Bitcoin client,Rust,2016-08-15 09:30:15,,f,2019-05-31 13:44:32,
48976048,https://api.github.com/repos/alexstyl/Memento-Calendar,213209,Memento-Calendar,The sweetest calendar for Android,Java,2016-08-27 02:02:49,,f,2019-04-27 03:20:23,
132770674,https://api.github.com/repos/RasaHQ/rasa,36095995,rasa,"???? Open source library for natural language understanding and machine learning-based dialogue management. - All things around intent classification, entity extraction and action predictions - DIY NLP and chatbot framwork.",Python,2016-10-14 12:27:49,,f,2019-05-31 11:36:49,
49850511,https://api.github.com/repos/eleme/element-react,504289,element-react,,JavaScript,2016-10-18 06:56:20,,f,2019-01-03 10:07:52,
48617850,https://api.github.com/repos/voyages-sncf-technologies/hesperides-gui,8109011,hesperides-gui, Webapplication. Enable file generation from mustache templated file (frontend),JavaScript,2016-10-18 09:02:26,,f,2019-05-29 09:58:26,
54819582,https://api.github.com/repos/heroiclabs/nakama,8719861,nakama,Distributed server for social and realtime games and apps.,Go,2017-01-13 17:15:12,,f,2019-05-31 02:19:53,
56812109,https://api.github.com/repos/ess-dmsc/forward-epics-to-kafka,33816399,forward-epics-to-kafka,Forward EPICS process variables to Kafka topics,C++,2017-02-09 09:19:49,,f,2019-05-30 05:13:20,
57796835,https://api.github.com/repos/learn-co-students/my-each-prework,8526075,my-each-prework,,Ruby,2017-02-21 19:02:30,,f,2019-05-30 23:05:24,
67231437,https://api.github.com/repos/vovanbo/aiohttp_json_api,754710,aiohttp_json_api,JSON API implementation for aiohttp,Python,2017-05-25 19:53:32,,f,2019-02-17 17:49:27,
66629225,https://api.github.com/repos/ManageIQ/manageiq-providers-nuage,372741,manageiq-providers-nuage,ManageIQ plugin for the Nuage provider. http://manageiq.org,Ruby,2017-06-05 11:25:41,,f,2019-05-20 20:46:34,
72952393,https://api.github.com/repos/unbounce/iidy,69477,iidy,iidy (Is it done yet?) -- CloudFormation with Confidence,TypeScript,2017-08-02 05:42:54,,f,2019-05-30 23:57:54,
74491011,https://api.github.com/repos/tech-conferences/confs.tech,38116400,confs.tech,List of tech conferences: JavaScript / Design - CSS - UX / Ruby - iOS - Android,JavaScript,2017-08-10 22:53:59,,f,2019-05-31 10:36:25,
73834636,https://api.github.com/repos/TheSoftwareHouse/Kakunin,7624418,Kakunin,An E2E testing framework,JavaScript,2017-08-30 11:26:02,,f,2019-05-31 13:33:12,
79356437,https://api.github.com/repos/kengz/SLM-Lab,4659372,SLM-Lab,An experimental framework for Reinforcement Learning using Unity and PyTorch.,Python,2017-10-02 22:20:22,,f,2019-05-30 03:00:02,
81744264,https://api.github.com/repos/aws/amazon-vpc-cni-k8s,931361,amazon-vpc-cni-k8s,Networking plugin repository for pod networking in Kubernetes using Elastic Network Interfaces on AWS,Go,2017-10-19 20:48:50,,f,2019-05-31 16:34:30,
78459129,https://api.github.com/repos/stream-labs/obs-studio-node,39028134,obs-studio-node,,C++,2017-10-25 16:31:21,,f,2019-05-31 22:05:30,
80030273,https://api.github.com/repos/carlyman77/Hadoken,31005703,Hadoken,High Throughput Materials Design,C#,2017-11-10 23:55:39,,f,2019-05-31 06:40:18,
103542205,https://api.github.com/repos/MikeTheWatchGuy/PySimpleGUI,9075373,PySimpleGUI,PySimpleGUI - Note this project is being renamed from GooeyGUI.... should be completed soon.,Python,2017-12-27 04:21:50,,f,2019-03-07 02:08:07,
87329255,https://api.github.com/repos/learn-co-students/first-html-tag-lab-v-000,8526075,first-html-tag-lab-v-000,,Ruby,2018-01-31 16:21:59,,f,2019-05-27 22:25:15,
104462583,https://api.github.com/repos/MixinNetwork/android-app,44932809,android-app,"Android messenger, wallet and light node to the Mixin Network",Kotlin,2018-04-27 04:33:24,,f,2019-05-31 12:19:33,
99713002,https://api.github.com/repos/mozilla/buildhub2,1146,buildhub2,A glorified database index of buildhub.json files built by Mozilla TaskCluster,Python,2018-05-21 14:28:13,,f,2019-04-22 17:45:42,
103814694,https://api.github.com/repos/tsukuyomi-rs/tsukuyomi,44802529,tsukuyomi,A next generation Web framework for Rust,Rust,2018-06-06 09:51:59,,f,2019-05-23 09:06:11,
105474326,https://api.github.com/repos/software-tools-in-javascript/js-vs-ds,40888353,js-vs-ds,JavaScript versus Data Science,JavaScript,2018-07-18 16:52:23,,f,2019-05-29 16:26:28,
106417981,https://api.github.com/repos/learn-co-students/debugging-with-pry-online-web-prework,8526075,debugging-with-pry-online-web-prework,,Ruby,2018-08-09 19:35:54,,f,2019-05-31 13:52:22,
110988886,https://api.github.com/repos/learn-co-students/oo-counting-sentences-online-web-sp-000,8526075,oo-counting-sentences-online-web-sp-000,,Ruby,2018-09-24 14:32:31,,f,2019-05-31 23:45:30,
115153768,https://api.github.com/repos/kawax/discord-project,460592,discord-project,,PHP,2018-10-31 05:44:46,,f,2019-05-31 03:27:12,
118324527,https://api.github.com/repos/carowood/flors-carolina,36160771,flors-carolina,,JavaScript,2018-11-28 20:22:16,,f,2019-04-11 14:21:16,
125530255,https://api.github.com/repos/mlpiper/mlpiper,48838215,mlpiper,mlpiper - ML pipelines instrumentation and deployment,Scala,2019-02-06 21:24:47,,f,2019-05-31 18:31:05,
